TIMESTAMP,TSLA33436_OPEN_PRICE_USD,TSLA33436_HIGH_PRICE_USD,TSLA33436_LOW_PRICE_USD,TSLA33436_CLOSE_PRICE_USD,TSLA33436_VOLUME_USD,TSLA33436_DIVIDENDS_USD,TSLA33436_STOCK_SPLITS_USD
2024-11-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,24231,0.0,0.0
2024-11-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12790,0.0,0.0
2024-11-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,39698,0.0,0.0
2024-11-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14891,0.0,0.0
2024-11-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9222,0.0,0.0
2024-11-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21039,0.0,0.0
2024-11-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,18607,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,15193,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,15032,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,11249,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,829,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,2819,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,10346,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,568,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,1362,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,3836,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,1366,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,4289,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,1457,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,2441,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,6373,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,6892,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,2603,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,1315,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,3420,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,5921,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,9236,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,6361,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,14196,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,1194,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,3979,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,598,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,4495,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,4299,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,818,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,1134,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,2327,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,2455,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,263,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1334,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,3316,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,1034,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1572,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,2216,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,789,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,1236,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,1867,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,690,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,2970,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,7736,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,2553,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,2254,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,8766,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,7062,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,3550,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,585,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1599,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1923,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,702,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,425,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,1091,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,78,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,375,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,613,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,525,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,227,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,157,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,232,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1304,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,5424,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,587,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,398,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,1015,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,1690,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,618,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1331,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,218,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,376,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,183,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,500,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,164,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,857,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,499,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,1798,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,2822,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,63,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,446,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,357,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,784,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,276,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,1044,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1293,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,1576,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,537,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,1628,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,207,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,182,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,64,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,174,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,167,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,299,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,1478,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,376,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,652,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,229,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,310,0.0,0.0
2025-06-01 00:00:00+00:00,1.1882907813287602e-07,1.1882907813287602e-07,1.167036529636789e-07,1.1711085790011566e-07,117,0.0,0.0
