TIMESTAMP,FIONA33373_OPEN_PRICE_USD,FIONA33373_HIGH_PRICE_USD,FIONA33373_LOW_PRICE_USD,FIONA33373_CLOSE_PRICE_USD,FIONA33373_VOLUME_USD,FIONA33373_DIVIDENDS_USD,FIONA33373_STOCK_SPLITS_USD
2024-10-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,222837,0.0,0.0
2024-10-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,159972,0.0,0.0
2024-10-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,159612,0.0,0.0
2024-10-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,167913,0.0,0.0
2024-10-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,23083,0.0,0.0
2024-10-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3253,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,15649,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,14953,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,6306,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,9006,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,2252,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,5177,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,5357,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,718,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,1294,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,4237,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,6078,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,6782,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,1698,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,16074,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,14936,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,19569,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,7294,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,5551,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,2412,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,10253,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,479,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,13321,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,1351,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,14246,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,1071,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,5214,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,1535,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,5147,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,4717,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,1729,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,702,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,266,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,157,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,150,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,169,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,497,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,752,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,876,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,365,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,984,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,1284,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,319,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,1122,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1087,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,304,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,892,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1334,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,241,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,274,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,81,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,1096,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,1776,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1249,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,231,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,998,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,6532,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1112,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,1488,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,780,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,84,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,46,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,703,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,165,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,55,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,575,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,135,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,279,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,227,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,2244,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,211,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,771,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,235,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,281,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,163,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,18658,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,34984,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,961,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,585,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,212,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,819,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,112,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,461,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,241,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,71,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,203,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,132,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,89,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,1185,0.0,0.0
2025-06-01 00:00:00+00:00,7.375840027634695e-08,7.375840027634695e-08,7.288512193781571e-08,7.288512193781571e-08,4,0.0,0.0
